C_2291366,T_15585
C_2292312,T_15626
C_2293994,T_11639
C_2297218,T_8523
C_2297227,T_15205
C_2297227,T_15213
C_2297230,T_14024
C_2297230,T_14822
C_2297233,T_15238
C_2297240,T_14854
C_2297243,T_14144
C_2297243,T_14150
C_2302877,T_13966
C_2302877,T_14153
C_2308093,T_15616
C_2308097,T_15796
C_2308102,T_15392
C_2308102,T_16119
C_2308102,T_17156
C_2308107,T_15360
C_2308111,T_15774
C_2308113,T_4608
C_2308113,T_4609
C_2308303,T_15799
C_2316335,T_15685
C_2316343,T_14761
C_2316344,T_15591
C_2316354,T_15525
C_2316356,T_3438
C_2316358,T_15830
C_2316360,T_15766
C_2316362,T_167
C_2316362,T_169
C_2328461,T_15933
C_2328468,T_16038
C_2328471,T_16468
C_2328476,T_15199
C_2328482,T_16027
C_2328484,T_15912
C_2328484,T_15914
C_2328485,T_10922
C_2328503,T_15966
C_2328506,T_16001
C_2328542,T_15942
C_2328546,T_16185
C_2328554,T_16218
C_2329521,T_16055
C_2329521,T_16063
C_2329521,T_16095
C_2329521,T_16066
C_2332739,T_14933
C_2333035,T_16150
C_2333035,T_16155
C_2335756,T_16137
C_2335757,T_10830
C_2335757,T_10832
C_2335767,T_8303
C_2337972,T_3990
C_2338059,T_1562
C_2341274,T_38
C_2342038,T_9260
C_2342039,T_10566
C_2342491,T_16067
C_2342494,T_16278
C_2342497,T_16005
C_2342497,T_16009
C_2342497,T_16010
C_2342510,T_16313
C_2342512,T_16103
C_2343056,T_16376
C_2343522,T_16090
C_2344479,T_16367
C_2344479,T_16369
C_2344479,T_16371
C_597365,T_159
C_608132,T_18
C_629515,T_210
C_629522,T_227
C_629522,T_228
C_654504,T_257
C_654551,T_22
C_655850,T_175
C_674917,T_316
C_674917,T_318
C_674924,T_322
C_674926,T_323
C_674959,T_363
C_674968,T_365
C_674971,T_366
C_676635,T_369
C_676635,T_370
C_676649,T_1
C_676656,T_4382
C_676661,T_5070
C_676663,T_427
C_676663,T_430
C_676663,T_431
C_676664,T_435
C_676664,T_436
C_676664,T_5434
C_676673,T_5392
C_676673,T_449
C_676673,T_453
C_676676,T_6020
C_676684,T_459
C_676684,T_460
C_676684,T_462
C_676684,T_463
C_676686,T_468
C_676686,T_115
C_676686,T_471
C_676695,T_475
C_676895,T_494
C_676897,T_5150
C_676900,T_504
C_676923,T_525
C_676923,T_528
C_676923,T_529
C_676923,T_530
C_676923,T_533
C_676934,T_545
C_676942,T_551
C_676943,T_559
C_676963,T_625
C_676963,T_626
C_676969,T_640
C_676975,T_659
C_677004,T_723
C_677009,T_737
C_677014,T_741
C_677018,T_9979
C_677019,T_757
C_677019,T_753
C_677019,T_760
C_677042,T_798
C_677045,T_480
C_677047,T_811
C_677070,T_5698
C_677087,T_739
C_677109,T_986
C_677110,T_982
C_677118,T_476
C_677118,T_997
C_677136,T_1035
C_677140,T_1036
C_677144,T_1054
C_677145,T_1060
C_677151,T_1063
C_677179,T_1126
C_677184,T_1135
C_677185,T_1128
C_677192,T_1147
C_677193,T_1153
C_680712,T_1239
C_680714,T_1240
C_680716,T_648
C_680717,T_1247
C_680722,T_1259
C_680731,T_10075
C_680732,T_1271
C_680757,T_1297
C_680759,T_1296
C_680762,T_28
C_680765,T_1313
C_680765,T_1311
C_680768,T_1323
C_680768,T_1324
C_680771,T_1331
C_680773,T_1332
C_680774,T_1333
C_680780,T_1350
C_680785,T_1365
C_680788,T_1301
C_680790,T_1379
C_680793,T_1067
C_680811,T_1404
C_680817,T_1407
C_680817,T_1410
C_680818,T_1413
C_680819,T_1159
C_680828,T_1443
C_680848,T_1474
C_680849,T_1479
C_680849,T_1482
C_680854,T_1485
C_680859,T_1490
C_680859,T_1491
C_680868,T_1504
C_680882,T_1522
C_680892,T_1531
C_680895,T_1537
C_680903,T_1548
C_680906,T_1556
C_680933,T_1589
C_680936,T_1598
C_680936,T_1599
C_680938,T_5075
C_680958,T_1634
C_680958,T_1637
C_680958,T_10087
C_680970,T_1655
C_680977,T_1666
C_680979,T_1669
C_680979,T_1671
C_680981,T_1682
C_680987,T_1707
C_680998,T_16953
C_680999,T_1735
C_680999,T_1738
C_680999,T_1739
C_681001,T_1742
C_681006,T_1762
C_681007,T_1764
C_681009,T_1771
C_681010,T_1775
C_681011,T_1778
C_681011,T_1783
C_681021,T_1795
C_681021,T_1797
C_681027,T_1818
C_681030,T_1840
C_681031,T_1876
C_681031,T_1859
C_681031,T_1865
C_681031,T_1868
C_681031,T_1871
C_681034,T_1896
C_681045,T_1906
C_681058,T_1916
C_681066,T_1920
C_681076,T_1945
C_681094,T_2011
C_681103,T_2032
C_681105,T_2036
C_681114,T_339
C_681122,T_2046
C_681152,T_2059
C_681154,T_6479
C_681154,T_6480
C_681158,T_2065
C_681163,T_2072
C_681318,T_2110
C_681331,T_2122
C_681333,T_2127
C_681341,T_2141
C_681353,T_2167
C_681362,T_2174
C_681364,T_325
C_681377,T_2188
C_681397,T_2208
C_681397,T_2211
C_681400,T_2214
C_681409,T_2227
C_681409,T_2229
C_681415,T_2243
C_681429,T_2249
C_681432,T_2254
C_681432,T_2252
C_681439,T_2258
C_681444,T_2259
C_681453,T_2280
C_681460,T_2288
C_681470,T_2303
C_681470,T_4427
C_681481,T_2321
C_681491,T_2336
C_681503,T_2341
C_681505,T_49
C_681507,T_2346
C_681519,T_2351
C_681519,T_2354
C_681558,T_2396
C_681558,T_2397
C_681558,T_2398
C_681560,T_425
C_681578,T_2408
C_681578,T_2406
C_681588,T_2414
C_681610,T_2430
C_681615,T_5287
C_681619,T_2442
C_681619,T_2443
C_681619,T_2444
C_681622,T_2455
C_681622,T_2458
C_681627,T_2459
C_681645,T_2485
C_681655,T_2493
C_681655,T_15028
C_681661,T_2505
C_681661,T_2514
C_681663,T_2523
C_681663,T_2524
C_681664,T_2532
C_681664,T_2534
C_681666,T_2537
C_681678,T_2549
C_681678,T_2550
C_681679,T_2552
C_681683,T_2560
C_681683,T_2563
C_681684,T_2566
C_681690,T_2583
C_681690,T_5776
C_681707,T_2610
C_681708,T_2614
C_681708,T_2618
C_681715,T_2632
C_681720,T_2645
C_681720,T_6739
C_681730,T_5323
C_681730,T_5324
C_681731,T_2657
C_681731,T_2654
C_681735,T_2661
C_681740,T_2678
C_681742,T_2674
C_681750,T_2691
C_681759,T_2722
C_681760,T_10908
C_681767,T_2731
C_681770,T_2734
C_681771,T_2746
C_681772,T_2749
C_681785,T_2120
C_681785,T_2754
C_681791,T_2762
C_681791,T_2769
C_681795,T_2765
C_681795,T_2769
C_681810,T_2780
C_681813,T_2784
C_681829,T_2790
C_681848,T_386
C_681848,T_472
C_681852,T_2804
C_681866,T_832
C_681880,T_2849
C_681883,T_2859
C_681885,T_2869
C_681911,T_2886
C_681920,T_590
C_681924,T_2894
C_681925,T_2899
C_681927,T_2902
C_681930,T_2909
C_681940,T_2933
C_681945,T_2944
C_681945,T_2938
C_681951,T_2960
C_681951,T_2963
C_681955,T_2971
C_681955,T_57
C_681956,T_2974
C_681962,T_2988
C_681970,T_2995
C_681971,T_3002
C_681980,T_3010
C_681984,T_3019
C_681989,T_2180
C_681989,T_3036
C_681991,T_3041
C_681992,T_2896
C_681993,T_3048
C_681993,T_3050
C_681998,T_3060
C_681998,T_3063
C_682000,T_3076
C_682000,T_3068
C_682000,T_3069
C_682000,T_3071
C_682003,T_3084
C_682003,T_541
C_682005,T_3088
C_682006,T_3095
C_682008,T_3101
C_682012,T_3108
C_682022,T_3116
C_682137,T_2658
C_682138,T_2845
C_682141,T_3130
C_682153,T_3134
C_682165,T_2855
C_682168,T_2996
C_682168,T_4867
C_682184,T_2399
C_682187,T_4428
C_682189,T_3160
C_682210,T_3163
C_682217,T_3172
C_682224,T_3176
C_682226,T_3181
C_682226,T_3184
C_682226,T_1074
C_682229,T_3188
C_682233,T_3194
C_682247,T_3214
C_682248,T_3227
C_682250,T_3205
C_682259,T_3245
C_682259,T_5395
C_682261,T_3237
C_682268,T_3259
C_682269,T_3253
C_682277,T_3264
C_682280,T_3013
C_682286,T_3273
C_682299,T_3282
C_682302,T_2754
C_682314,T_3290
C_682330,T_2764
C_682338,T_3319
C_682343,T_3323
C_682357,T_3351
C_682358,T_2771
C_682373,T_5131
C_682374,T_3356
C_682392,T_2892
C_682392,T_2893
C_682392,T_5391
C_682401,T_3039
C_682407,T_3387
C_682427,T_5303
C_682437,T_2800
C_682437,T_2807
C_682462,T_517
C_682470,T_3065
C_682484,T_3440
C_682487,T_3445
C_682487,T_3442
C_682489,T_3454
C_682493,T_2911
C_682506,T_2132
C_682506,T_3470
C_682514,T_3481
C_682514,T_3482
C_682514,T_3483
C_682516,T_1841
C_682516,T_3487
C_682520,T_3494
C_682525,T_3501
C_682530,T_3088
C_682531,T_3522
C_682534,T_3523
C_682550,T_3546
C_682550,T_3548
C_682554,T_1238
C_682562,T_3563
C_682567,T_3557
C_682567,T_3558
C_682570,T_3567
C_682570,T_3568
C_682574,T_3107
C_682574,T_3108
C_682575,T_2944
C_682578,T_3578
C_682586,T_3593
C_682589,T_3595
C_682618,T_3627
C_682624,T_3631
C_682624,T_3634
C_682631,T_4424
C_682637,T_3653
C_682656,T_4678
C_682679,T_3670
C_682681,T_3669
C_682684,T_3677
C_682696,T_3690
C_682723,T_3702
C_682731,T_3135
C_682734,T_3712
C_682741,T_1419
C_682741,T_1424
C_682743,T_2245
C_682743,T_3721
C_682745,T_1502
C_682750,T_3726
C_682759,T_1611
C_682771,T_3739
C_682792,T_1688
C_682797,T_1754
C_682819,T_2040
C_685664,T_1679
C_685676,T_4536
C_688346,T_2966
C_688379,T_2688
C_688388,T_3161
C_694141,T_1386
C_694150,T_3782
C_694150,T_3780
C_694153,T_3795
C_694158,T_3168
C_694158,T_3169
C_694158,T_4381
C_694162,T_1766
C_694162,T_3801
C_694162,T_4674
C_694168,T_4051
C_696487,T_651
C_696537,T_728
C_696541,T_385
C_696541,T_397
C_696554,T_35
C_696554,T_36
C_696555,T_347
C_696555,T_348
C_696571,T_3820
C_696575,T_867
C_696577,T_6705
C_696596,T_1116
C_696606,T_3832
C_696635,T_167
C_696643,T_909
C_696651,T_698
C_696666,T_879
C_696674,T_3531
C_696696,T_5321
C_696699,T_273
C_696699,T_274
C_696709,T_3853
C_696711,T_1798
C_696711,T_1804
C_696720,T_1066
C_696732,T_6423
C_696762,T_3159
C_696769,T_4466
C_696771,T_1143
C_696771,T_1145
C_696773,T_790
C_696794,T_2696
C_696794,T_2697
C_696794,T_2703
C_696809,T_232
C_696814,T_16689
C_696814,T_2368
C_696816,T_3878
C_696832,T_5079
C_696841,T_825
C_696845,T_3881
C_696846,T_201
C_696854,T_1036
C_696855,T_25
C_696855,T_27
C_696863,T_2621
C_696863,T_2600
C_696864,T_6
C_696864,T_12
C_696864,T_14
C_696864,T_17
C_696875,T_648
C_696877,T_1277
C_696889,T_3887
C_696899,T_3888
C_696899,T_3889
C_696901,T_74
C_696904,T_5104
C_696923,T_4028
C_696931,T_950
C_696942,T_51
C_696949,T_748
C_696952,T_225
C_696954,T_3144
C_696960,T_817
C_696964,T_1192
C_696968,T_256
C_696977,T_5116
C_696998,T_819
C_696998,T_821
C_696999,T_3901
C_696999,T_3902
C_697001,T_3424
C_697001,T_4847
C_697001,T_3428
C_697012,T_137
C_697027,T_1040
C_697030,T_3378
C_697031,T_3610
C_697034,T_3
C_697035,T_1072
C_697035,T_1073
C_697036,T_3907
C_697041,T_248
C_697045,T_143
C_697053,T_1205
C_697065,T_1090
C_697067,T_3549
C_697073,T_268
C_697082,T_555
C_697083,T_3343
C_697106,T_682
C_697121,T_3920
C_697126,T_6248
C_697126,T_6249
C_697126,T_6253
C_697135,T_3363
C_697144,T_3553
C_697144,T_3555
C_697144,T_2043
C_697145,T_183
C_697147,T_3462
C_697147,T_3466
C_697161,T_1499
C_697164,T_234
C_697164,T_238
C_697166,T_718
C_697169,T_567
C_697172,T_1909
C_697173,T_665
C_697179,T_2642
C_697179,T_2643
C_697184,T_1639
C_697191,T_57
C_697206,T_1628
C_697214,T_3036
C_697226,T_1640
C_697226,T_1641
C_697229,T_1230
C_697229,T_1234
C_697236,T_204
C_697236,T_206
C_697239,T_805
C_697241,T_3588
C_697241,T_3590
C_697241,T_3591
C_697253,T_187
C_697253,T_193
C_697253,T_194
C_697265,T_97
C_697270,T_312
C_697273,T_602
C_697273,T_605
C_697278,T_122
C_697289,T_618
C_697289,T_621
C_697360,T_1104
C_697367,T_492
C_697398,T_592
C_697398,T_594
C_697407,T_596
C_697407,T_597
C_697415,T_95
C_697415,T_4582
C_697427,T_1021
C_697479,T_696
C_697506,T_9663
C_697543,T_3435
C_697556,T_965
C_697556,T_961
C_697556,T_967
C_697626,T_3005
C_697639,T_2115
C_697684,T_211
C_697726,T_3952
C_697729,T_2333
C_697797,T_175
C_697806,T_1067
C_707013,T_5101
C_707013,T_5100
C_707022,T_296
C_707025,T_215
C_707031,T_413
C_707037,T_308
C_707051,T_3022
C_707079,T_2047
C_707112,T_1750
C_707112,T_1751
C_707119,T_787
C_707127,T_4605
C_707221,T_8344
C_707369,T_4681
C_707381,T_3986
C_707384,T_3990
C_734011,T_727
C_734011,T_728
C_734015,T_4067
C_734016,T_4069
C_734032,T_401
C_734041,T_527
C_734049,T_4104
C_734062,T_4109
C_735032,T_4129
C_735032,T_4126
C_735033,T_4115
C_735042,T_4139
C_735046,T_9992
C_735046,T_9993
C_735053,T_4148
C_735053,T_5060
C_735054,T_417
C_735079,T_4173
C_735080,T_4178
C_735091,T_4192
C_735103,T_4193
C_735103,T_4199
C_735131,T_4205
C_735138,T_4213
C_735138,T_4217
C_735155,T_4228
C_735155,T_4230
C_735157,T_4226
C_735161,T_9529
C_735175,T_4239
C_735200,T_12018
C_735236,T_4254
C_735263,T_7657
C_735293,T_4282
C_735300,T_5134
C_735300,T_10708
C_735306,T_9101
C_735308,T_4302
C_735321,T_4308
C_735335,T_1474
C_735343,T_4322
C_735343,T_4323
C_735343,T_4324
C_735343,T_4325
C_735343,T_2419
C_735348,T_3298
C_735364,T_4337
C_735369,T_4344
C_735395,T_1419
C_735395,T_1420
C_735419,T_732
C_735431,T_3217
C_735431,T_3223
C_737494,T_14326
C_737592,T_3757
C_737592,T_9539
C_746968,T_4395
C_746970,T_4400
C_746970,T_4399
C_746971,T_4401
C_746983,T_4406
C_746983,T_13040
C_747047,T_4420
C_747261,T_5439
C_747262,T_805
C_747271,T_4442
C_747690,T_4040
C_747690,T_4043
C_747696,T_4015
C_754135,T_3757
C_754135,T_5184
C_756625,T_2695
C_756690,T_4500
C_756690,T_4503
C_756690,T_4734
C_756717,T_3123
C_756736,T_4512
C_756736,T_4513
C_758183,T_3784
C_758190,T_4670
C_758190,T_4667
C_758207,T_5387
C_758221,T_4291
C_758221,T_4293
C_758221,T_4294
C_758886,T_4533
C_759007,T_4450
C_759037,T_3532
C_766037,T_4540
C_766037,T_4557
C_766037,T_4558
C_766192,T_4628
C_766203,T_4545
C_769264,T_3827
C_769301,T_4598
C_769301,T_4593
C_769301,T_4590
C_769301,T_4585
C_769301,T_4577
C_769301,T_4572
C_769301,T_4569
C_769301,T_4566
C_769301,T_4564
C_769301,T_4552
C_769301,T_4548
C_769301,T_4547
C_770784,T_170
C_782490,T_21
C_784036,T_4753
C_784172,T_14161
C_784384,T_170
C_786471,T_3754
C_786471,T_3753
C_786471,T_3751
C_786631,T_4460
C_789278,T_4692
C_789833,T_4371
C_789833,T_4373
C_789833,T_4375
C_791822,T_5187
C_791822,T_5188
C_799796,T_164
C_799796,T_165
C_799931,T_4476
C_808529,T_7681
C_808529,T_7847
C_810349,T_4998
C_813182,T_5037
C_813262,T_4827
C_819279,T_5142
C_819279,T_5144
C_819285,T_4947
C_819290,T_5263
C_823302,T_5162
C_823326,T_5199
C_824095,T_36
C_825821,T_5204
C_825822,T_5237
C_837228,T_5268
C_837228,T_5271
C_837698,T_6149
C_837698,T_6150
C_837708,T_2019
C_837980,T_5253
C_837980,T_5254
C_837980,T_5257
C_837991,T_4990
C_845674,T_13599
C_851364,T_5394
C_854868,T_126
C_855688,T_5470
C_855688,T_5474
C_857825,T_5081
C_857825,T_5084
C_862620,T_4743
C_862967,T_5559
C_862969,T_5586
C_862969,T_358
C_866769,T_701
C_866770,T_38
C_866770,T_40
C_873860,T_5643
C_873864,T_5629
C_875624,T_5701
C_875624,T_5788
C_876689,T_5670
C_876689,T_5671
C_876710,T_5575
C_876710,T_5578
C_876711,T_5575
C_876711,T_5579
C_876711,T_5581
C_879045,T_5521
C_879074,T_5681
C_879074,T_5684
C_879074,T_5688
C_879104,T_5710
C_881112,T_5445
C_881112,T_5719
C_881112,T_5713
C_881112,T_5716
C_881112,T_5721
C_881170,T_822
C_881453,T_1484
C_887099,T_5755
C_887103,T_5706
C_890125,T_2435
C_890220,T_6664
C_890266,T_805
C_893222,T_5453
C_893813,T_12946
C_893822,T_9704
C_898276,T_5895
C_898292,T_5757
C_898292,T_5890
C_898298,T_5955
C_898298,T_5957
C_898310,T_5859
C_898310,T_5861
C_901947,T_6121
C_901958,T_6115
C_903149,T_16287
C_903149,T_16335
C_907940,T_239
C_907949,T_6289
C_907951,T_5947
C_908991,T_6234
C_908991,T_6240
C_911131,T_5459
C_911131,T_5458
C_911168,T_6161
C_911178,T_6332
C_916824,T_883
C_916824,T_880
C_917306,T_6024
C_917311,T_5960
C_926163,T_6093
C_926163,T_6094
C_926165,T_4849
C_926175,T_6393
C_926175,T_6396
C_927963,T_6455
C_927972,T_6498
C_931250,T_6793
C_932105,T_6512
C_932179,T_5376
C_932179,T_5377
C_932179,T_5381
C_932180,T_6164
C_934520,T_9625
C_934530,T_7069
C_934532,T_6409
C_936936,T_6823
C_936943,T_5431
C_936943,T_6965
C_936973,T_6582
C_936987,T_16363
C_937285,T_6708
C_937285,T_6709
C_943226,T_6868
C_943253,T_6958
C_943265,T_5086
C_947147,T_6870
C_947149,T_6949
C_947154,T_15069
C_947158,T_7437
C_947160,T_6601
C_947160,T_6603
C_947160,T_6604
C_947160,T_6607
C_947165,T_7834
C_947165,T_7837
C_947229,T_7075
C_947229,T_7077
C_947231,T_7051
C_947243,T_7820
C_947244,T_7258
C_947246,T_6351
C_947248,T_7140
C_947248,T_7142
C_947249,T_16977
C_947249,T_16981
C_947249,T_16982
C_947250,T_7099
C_947265,T_7217
C_947667,T_7497
C_947667,T_7498
C_947667,T_7499
C_947695,T_7532
C_947702,T_7539
C_947702,T_7541
C_947706,T_7553
C_947706,T_7547
C_947715,T_7559
C_947768,T_204
C_947768,T_7598
C_947768,T_7602
C_947773,T_3194
C_947804,T_7576
C_947804,T_7577
C_947804,T_7579
C_947807,T_7583
C_948034,T_6823
C_948034,T_7327
C_948043,T_7485
C_948049,T_7727
C_948076,T_7211
C_948079,T_6637
C_948079,T_6838
C_948080,T_6724
C_948080,T_6725
C_948095,T_7896
C_948095,T_15722
C_948099,T_6998
C_948099,T_7128
C_948102,T_7504
C_948102,T_7525
C_948109,T_7187
C_948109,T_7761
C_948109,T_7196
C_948132,T_7739
C_948136,T_7034
C_948136,T_7038
C_948153,T_7712
C_948153,T_7714
C_948208,T_7152
C_948210,T_6719
C_948240,T_7444
C_948264,T_15127
C_948268,T_16040
C_948269,T_6905
C_948282,T_6900
C_948289,T_5987
C_948292,T_7239
C_948294,T_7476
C_948294,T_7479
C_948296,T_7705
C_948387,T_6647
C_948389,T_6433
C_948391,T_6892
C_948395,T_6971
C_948395,T_7365
C_948402,T_7807
C_948406,T_7718
C_948412,T_7105
C_948415,T_7708
C_948415,T_7947
C_948415,T_7949
C_948415,T_7950
C_948423,T_7028
C_948427,T_7746
C_948435,T_7643
C_948435,T_7663
C_948436,T_6872
C_948436,T_6875
C_949439,T_3119
C_949542,T_7389
C_949542,T_7390
C_949542,T_7395
C_955163,T_14907
C_956130,T_8331
C_1017355,T_5826
C_1073350,T_11932
C_1123848,T_6822
C_1410076,T_6851
C_1410117,T_6816
C_1410126,T_7045
C_1410145,T_8571
C_1410156,T_1194
C_1412527,T_8408
C_1429234,T_6154
C_1434547,T_7614
C_1434593,T_8720
C_1438319,T_7963
C_1527433,T_9048
C_1645365,T_9515
C_1678971,T_9792
C_1682833,T_9691
C_1683594,T_1312
C_1683594,T_9817
C_1683594,T_9834
C_1683594,T_9841
C_1683594,T_4182
C_1683594,T_9848
C_1686971,T_9730
C_1691144,T_9896
C_1691144,T_10096
C_1691453,T_9903
C_1693038,T_10306
C_1693369,T_9919
C_1696148,T_9397
C_1696155,T_7109
C_1704762,T_9923
C_1711775,T_9700
C_1711861,T_9740
C_1712435,T_10044
C_1712435,T_10042
C_1714446,T_10054
C_1714448,T_9680
C_1724282,T_10033
C_1724286,T_9996
C_1724286,T_9998
C_1731879,T_10053
C_1731884,T_10027
C_1731884,T_10028
C_1731888,T_10064
C_1731888,T_10071
C_1737097,T_10264
C_1737097,T_10268
C_1738560,T_10037
C_1738560,T_10038
C_1738993,T_10222
C_1738993,T_10230
C_1738993,T_10235
C_1738993,T_10242
C_1741500,T_10120
C_1741501,T_8086
C_1741505,T_8460
C_1741526,T_8554
C_1741538,T_10113
C_1741560,T_10279
C_1741561,T_5869
C_1742805,T_540
C_1749733,T_11461
C_1750779,T_9874
C_1750781,T_10313
C_1750788,T_10822
C_1753434,T_10471
C_1755891,T_3288
C_1755893,T_3626
C_1755915,T_1717
C_1755920,T_69
C_1755924,T_358
C_1755940,T_7039
C_1755940,T_7041
C_1755941,T_751
C_1755943,T_2948
C_1755943,T_2950
C_1755943,T_2951
C_1755944,T_7970
C_1755945,T_6221
C_1755952,T_599
C_1755955,T_408
C_1755955,T_409
C_1756056,T_241
C_1756058,T_767
C_1756058,T_768
C_1756063,T_49
C_1756066,T_785
C_1756066,T_786
C_1756072,T_4682
C_1756072,T_7027
C_1756073,T_4539
C_1756753,T_784
C_1758019,T_9859
C_1758019,T_9864
C_1760264,T_10522
C_1760282,T_3908
C_1760285,T_3908
C_1761364,T_1743
C_1761364,T_1747
C_1761369,T_6648
C_1761372,T_1206
C_1761374,T_5495
C_1761375,T_20
C_1761379,T_956
C_1761385,T_95
C_1761385,T_90
C_1761459,T_3159
C_1761462,T_1104
C_1762972,T_10555
C_1764846,T_113
C_1764846,T_3
C_1764847,T_1906
C_1764847,T_1903
C_1764856,T_1908
C_1764860,T_1923
C_1764865,T_3421
C_1764866,T_3343
C_1766164,T_10580
C_1766165,T_1424
C_1766166,T_10605
C_1766167,T_9819
C_1766167,T_9825
C_1766167,T_9839
C_1766167,T_9851
C_1766171,T_10583
C_1766171,T_10587
C_1766899,T_10613
C_1766899,T_10616
C_1767126,T_9315
C_1767576,T_10509
C_1767578,T_10220
C_1767580,T_10417
C_1767581,T_10374
C_1767587,T_10429
C_1771153,T_10548
C_1771155,T_1309
C_1771156,T_1412
C_1771160,T_9680
C_1771161,T_7084
C_1771163,T_7267
C_1771170,T_10573
C_1771174,T_10594
C_1771174,T_10596
C_1771179,T_10664
C_1771634,T_10351
C_1774960,T_10890
C_1774960,T_10896
C_1774960,T_10897
C_1774960,T_10898
C_1774962,T_5323
C_1774962,T_2632
C_1774962,T_2650
C_1774963,T_2973
C_1774963,T_2974
C_1774967,T_10740
C_1774967,T_10741
C_1774969,T_10568
C_1774969,T_10571
C_1774975,T_10699
C_1774975,T_10829
C_1774975,T_10830
C_1774975,T_10832
C_1774977,T_10711
C_1774977,T_10713
C_1774985,T_4870
C_1774985,T_2145
C_1774985,T_2146
C_1774986,T_1009
C_1774986,T_1010
C_1774987,T_1844
C_1774987,T_1847
C_1774987,T_1843
C_1774987,T_1842
C_1774989,T_10866
C_1775021,T_6452
C_1776285,T_10961
C_1776312,T_6883
C_1777000,T_10632
C_1778370,T_1532
C_1778370,T_15707
C_1778439,T_4316
C_1778566,T_10703
C_1778570,T_1497
C_1779421,T_7300
C_1779421,T_7301
C_1779421,T_7302
C_1779421,T_7329
C_1780261,T_10928
C_1780261,T_10927
C_1781812,T_10946
C_1781818,T_10847
C_1781818,T_10849
C_1784322,T_10989
C_1784703,T_10859
C_1784711,T_7189
C_1784713,T_10871
C_1784713,T_10907
C_1784713,T_15639
C_1784725,T_3838
C_1785616,T_10817
C_1789680,T_10755
C_1789681,T_10825
C_1789681,T_7155
C_1789683,T_10914
C_1789684,T_6120
C_1789684,T_10938
C_1789686,T_10857
C_1789687,T_10727
C_1789697,T_10851
C_1792250,T_10365
C_1793742,T_11461
C_1794790,T_8810
C_1794790,T_8816
C_1796396,T_1489
C_1796396,T_1493
C_1804511,T_11322
C_1806527,T_11545
C_1808023,T_708
C_1808487,T_7842
C_1811720,T_8814
C_1811723,T_11335
C_1811830,T_1512
C_1811837,T_6167
C_1814260,T_11962
C_1814525,T_11576
C_1821200,T_8838
C_1822804,T_11778
C_1822804,T_11730
C_1824917,T_11413
C_1824918,T_11021
C_1824921,T_11033
C_1824926,T_11482
C_1824933,T_8852
C_1825107,T_11687
C_1828098,T_10971
C_1828104,T_13011
C_1829957,T_10760
C_1833473,T_1910
C_1833535,T_3421
C_1834541,T_11753
C_1837426,T_11752
C_1842906,T_21
C_1844104,T_11361
C_1844119,T_11737
C_1844119,T_11738
C_1844119,T_11739
C_1844124,T_11789
C_1846545,T_11463
C_1854857,T_11521
C_1864056,T_11993
C_1864058,T_6350
C_1864059,T_10382
C_1864059,T_10387
C_1864059,T_2506
C_1864063,T_7460
C_1864065,T_11829
C_1864067,T_11904
C_1865807,T_10436
C_1875488,T_8848
C_1875490,T_2330
C_1875490,T_11927
C_1875498,T_11485
C_1875509,T_11873
C_1875515,T_11988
C_1875524,T_14896
C_1875536,T_3700
C_1875537,T_11971
C_1884058,T_12139
C_1886672,T_11487
C_1886672,T_11491
C_1886674,T_10014
C_1886683,T_12151
C_1886683,T_12152
C_1886686,T_12069
C_1886686,T_12071
C_1886689,T_12133
C_1886693,T_10348
C_1886695,T_11053
C_1889446,T_11805
C_1891047,T_1721
C_1903976,T_12186
C_1903979,T_11747
C_1903980,T_14632
C_1903985,T_10403
C_1904002,T_13975
C_1904005,T_10887
C_1904007,T_12084
C_1904007,T_12910
C_1904007,T_12912
C_1904007,T_12913
C_1904668,T_12984
C_1904668,T_402
C_1904668,T_4157
C_1904668,T_823
C_1904668,T_13193
C_1904668,T_13191
C_1907833,T_12882
C_1907838,T_11678
C_1909561,T_765
C_1910426,T_12795
C_1910428,T_13322
C_1910455,T_13337
C_1910463,T_13351
C_1910478,T_13362
C_1910480,T_13365
C_1912005,T_11991
C_1912005,T_11986
C_1912014,T_13244
C_1912017,T_10736
C_1912018,T_7943
C_1912018,T_7945
C_1912378,T_13429
C_1912477,T_12966
C_1915246,T_11937
C_1915246,T_13461
C_1915246,T_13468
C_1918351,T_13055
C_1918354,T_1632
C_1918354,T_1634
C_1918357,T_5208
C_1918363,T_13436
C_1918552,T_11624
C_1924175,T_12980
C_1924175,T_12985
C_1924175,T_12988
C_1924175,T_13183
C_1924175,T_13186
C_1924175,T_3647
C_1924714,T_13695
C_1924736,T_13695
C_1925901,T_12004
C_1925908,T_13643
C_1925908,T_13644
C_1925911,T_13542
C_1925911,T_13545
C_1925912,T_12970
C_1925912,T_12973
C_1926748,T_13217
C_1941101,T_13600
C_1941101,T_13601
C_1944723,T_13795
C_1944724,T_9962
C_1944725,T_13822
C_1944726,T_11475
C_1944731,T_10637
C_1945689,T_9283
C_1960452,T_13927
C_1979097,T_14138
C_1979097,T_14139
C_1979991,T_14142
C_1979991,T_14145
C_1979991,T_14139
C_1980009,T_14171
C_1987701,T_14640
C_1992918,T_13934
C_1992925,T_11392
C_1992925,T_11395
C_1992925,T_11396
C_1992927,T_13958
C_1996570,T_12950
C_2027893,T_12948
C_2033947,T_14318
